6,10,2,6,13,12,6,4,7,11,3,8,6,6,6,6,10,0,0,1,12,6,6,6,4,11,0,0,1,12,6,6,4,11,2,6,6,6,6,6,10,0,0,0,0,3,7,7,11,3
4,11,3,8,6,6,6,13,9,1,5,12,6,4,7,7,11,0,1,12,6,4,8,6,13,9,0,0,2,6,4,7,11,0,3,7,8,6,4,7,11,0,0,0,0,1,5,5,9,0
11,1,9,3,7,8,6,6,13,12,6,6,6,13,5,5,9,1,12,6,6,10,2,6,6,13,9,0,3,7,11,1,5,9,0,0,2,6,10,0,0,0,0,0,0,2,6,6,10,0
0,3,11,1,5,12,6,6,6,6,6,4,8,6,6,6,13,12,6,4,7,11,2,6,6,6,10,0,0,0,1,12,6,13,5,9,2,6,13,5,9,0,0,0,0,2,6,6,13,9
0,1,5,12,6,6,6,6,6,6,6,13,12,6,6,6,6,6,6,10,0,0,2,6,6,6,10,0,1,5,12,6,6,6,6,10,3,8,6,6,10,0,0,0,0,3,8,6,6,10
1,12,6,6,4,8,6,6,6,6,6,6,6,4,8,6,6,6,4,11,0,1,12,6,6,4,11,0,2,6,6,4,7,7,7,11,0,2,6,4,11,0,1,5,5,9,2,6,6,13
12,6,4,7,11,2,6,4,8,6,4,8,6,10,3,8,6,6,10,1,5,12,6,4,7,11,0,0,2,6,4,11,0,1,5,5,9,2,6,10,0,1,12,6,6,13,12,6,6,6
6,4,11,1,5,12,6,13,12,6,10,2,6,10,0,3,8,6,13,12,6,6,4,11,0,0,0,0,3,7,11,0,1,12,6,6,10,2,6,13,5,12,6,4,8,6,6,6,4,7
7,11,1,12,6,6,6,6,6,4,11,3,7,11,0,0,2,6,6,6,4,7,11,1,5,9,0,0,0,0,1,5,12,6,4,7,11,3,8,6,6,6,6,10,2,6,6,6,10,0
5,5,12,6,4,8,6,6,6,10,0,0,0,0,0,0,3,7,8,6,13,9,1,12,6,10,0,0,1,5,12,6,6,4,11,0,0,0,2,6,6,4,7,11,2,6,6,6,13,5
6,6,6,4,11,3,7,8,6,10,0,0,1,5,9,0,0,0,2,6,6,13,12,6,6,10,0,0,2,6,6,6,6,13,9,0,1,5,12,6,4,11,0,0,3,8,6,6,6,6
8,6,6,13,9,1,9,3,7,11,1,5,12,6,10,0,0,0,2,6,6,6,6,4,7,11,0,0,2,6,4,7,8,6,13,5,12,6,6,6,10,0,0,0,0,2,6,4,7,8
3,7,8,6,10,3,11,0,0,1,12,6,6,4,11,0,0,0,2,6,4,8,6,13,5,5,9,1,12,6,13,5,12,6,6,6,6,4,7,7,11,0,0,0,0,2,6,10,0,3
1,5,12,6,10,0,0,0,1,12,6,4,7,11,0,0,0,0,2,6,10,2,6,6,6,6,13,12,6,6,6,6,6,4,7,7,7,11,0,0,0,0,0,0,0,3,7,11,0,1
12,6,6,6,10,0,1,5,12,6,6,13,5,9,0,0,0,0,2,6,13,12,6,6,6,6,6,6,6,4,7,8,6,13,5,5,5,5,5,9,0,0,0,0,0,0,0,0,0,3
6,6,4,7,11,1,12,6,6,4,8,6,6,10,0,0,0,0,2,6,6,6,6,6,6,6,6,6,6,13,5,12,6,6,6,6,6,6,6,10,0,0,0,0,0,0,0,0,0,1
6,6,13,9,1,12,6,6,6,13,12,6,6,10,0,0,0,0,2,6,4,7,7,8,6,6,6,4,8,6,6,6,6,4,7,7,8,6,4,11,0,0,0,0,0,0,0,0,0,3
8,6,6,13,12,6,6,6,6,6,6,6,4,11,0,0,1,5,12,6,10,0,0,2,6,6,4,11,3,7,7,7,7,11,0,0,3,7,11,0,0,0,0,0,0,0,0,0,0,1
3,7,8,6,6,4,7,7,8,6,6,4,11,0,1,5,12,6,6,4,11,0,0,3,8,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9,1,12,6,6,13,9,1,12,6,6,13,5,5,12,6,6,6,6,13,9,0,0,1,12,6,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,12,6,4,8,6,13,12,6,6,6,6,6,6,6,6,6,6,6,6,13,9,1,12,6,6,6,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
6,6,6,10,3,8,6,6,6,4,8,6,6,4,7,8,6,6,6,6,6,13,12,6,4,7,8,6,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,6,6,10,0,2,6,6,6,13,12,6,6,13,9,3,8,6,4,8,6,6,6,6,10,1,12,6,6,10,0,0,0,0,0,0,0,0,1,5,9,0,0,0,0,0,0,0,0,3
4,8,6,13,9,3,8,6,6,6,6,6,6,6,13,9,2,6,13,12,6,4,8,6,13,12,6,6,4,11,0,0,0,0,0,0,0,1,12,6,10,0,0,0,0,0,0,0,0,0
10,3,8,6,13,5,12,6,6,4,8,6,6,6,6,10,2,6,6,6,4,11,2,6,6,6,4,7,11,0,0,0,0,0,0,0,1,12,6,4,11,0,0,0,0,0,0,0,0,0
10,0,3,8,6,6,6,4,7,11,2,6,4,7,7,11,2,6,6,6,13,5,12,6,6,4,11,0,0,0,0,0,0,0,0,1,12,6,6,10,0,0,0,0,0,0,0,0,0,0
11,0,0,3,7,8,6,13,5,5,12,6,10,0,0,0,2,6,6,6,6,6,6,4,7,11,0,0,0,0,0,0,0,0,1,12,6,6,6,13,9,0,0,0,0,0,0,1,5,5
0,1,5,9,0,2,6,6,6,6,6,6,10,0,0,0,2,6,4,8,6,6,4,11,0,0,0,1,5,9,0,0,1,5,12,6,6,6,6,6,10,0,0,0,1,5,5,12,6,6
5,12,6,10,0,3,8,6,4,8,6,4,11,0,0,0,2,6,10,3,8,6,13,9,1,5,5,12,6,10,0,1,12,6,6,4,7,8,6,4,11,1,5,5,12,6,6,6,6,6
6,6,4,11,0,0,2,6,13,12,6,10,0,0,0,0,2,6,13,9,3,8,6,13,12,6,6,6,4,11,1,12,6,6,6,13,9,2,6,13,5,12,6,6,6,6,6,4,7,7
8,6,13,9,1,9,3,8,6,6,6,10,0,0,0,0,3,8,6,10,0,3,8,6,6,6,6,6,13,5,12,6,4,7,8,6,10,2,6,6,6,6,6,6,4,8,6,10,0,0
12,6,6,10,3,11,1,12,6,4,7,11,0,1,5,5,9,3,7,11,0,0,3,7,7,7,8,6,6,6,6,6,13,5,12,6,10,2,6,6,6,4,8,6,10,3,7,11,0,1
6,4,7,11,0,1,12,6,4,11,0,0,1,12,6,6,10,0,0,1,9,1,5,9,1,9,3,7,8,6,6,6,6,6,6,6,10,3,7,8,6,10,2,6,10,0,1,9,1,12
